Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQuality_Class
7/22/2004,15:00:00,2.1,1158,-200,14.3,1126,153,693,143,1654,1150,44.3,13.0,1.183,4
7/12/2004,13:00:00,2.1,962,-200,9.6,963,164,835,96,1592,843,27.0,27.9,0.9812,4
11/1/2004,12:00:00,2.7,1285,-200,12.5,1065,319,597,90,1686,1576,25.8,56.1,1.841,4
2/2/2005,20:00:00,5.9,1470,-200,31.4,1584,771,436,195,1641,2033,8.2,36.2,0.3953,4
10/31/2004,19:00:00,4.7,1464,-200,22.4,1362,543,487,100,1987,1648,21.2,70.3,1.7476,4
11/2/2004,23:00:00,2.6,1138,-200,13.9,1113,337,610,66,1641,1203,19.2,68.8,1.5097,4
9/28/2004,13:00:00,4.1,1220,-200,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451,4
12/17/2004,4:00:00,2.2,-200,-200,-200.0,-200,433,-200,119,-200,-200,-200.0,-200.0,-200.0,4
6/16/2004,15:00:00,2.2,1072,-200,12.0,1050,112,802,107,1748,836,33.6,24.4,1.2472,4
3/26/2004,19:00:00,2.7,1168,267,12.4,1063,120,876,98,1540,944,10.4,48.0,0.6046,4
3/24/2005,14:00:00,3.0,1422,-200,14.1,1120,489,476,161,1525,1696,20.9,43.4,1.0618,4
3/19/2004,10:00:00,4.0,1427,-200,19.2,1275,253,701,149,1980,1398,13.9,57.1,0.9032,4
4/23/2004,16:00:00,4.6,1497,698,25.8,1449,281,679,186,1985,1532,29.5,20.1,0.8136,4
6/8/2004,18:00:00,3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26.0,1.2502,4
4/6/2004,17:00:00,2.7,1251,456,14.0,1116,143,760,116,1716,923,17.5,40.6,0.8068,4
12/19/2004,16:00:00,3.3,1217,-200,11.6,1036,459,661,146,1260,1171,4.7,82.3,0.7105,4
2/18/2005,19:00:00,3.3,1253,-200,16.0,1179,421,573,210,1268,1387,8.5,39.0,0.4336,4
3/26/2004,10:00:00,3.1,1304,357,14.8,1142,232,772,119,1747,1405,14.8,44.1,0.7407,4
3/2/2005,8:00:00,2.4,1099,-200,11.0,1013,396,690,150,1056,1254,-1.9,51.4,0.2801,4
11/22/2004,10:00:00,3.1,1394,-200,63.7,2214,801,411,218,1629,2311,6.2,51.8,0.4952,4
2/4/2005,19:00:00,3.0,1146,-200,11.8,1043,386,639,204,1169,1248,8.1,41.0,0.4458,4
12/10/2004,17:00:00,2.9,972,-200,11.8,1043,404,764,148,1083,1037,16.0,20.8,0.3757,4
5/14/2004,1:00:00,2.1,1141,-200,11.1,1017,112,740,104,1690,1188,16.8,57.5,1.0912,4
3/25/2005,19:00:00,5.7,1673,-200,27.2,1484,649,397,196,2008,1812,19.4,56.3,1.25,4
7/21/2004,23:00:00,3.5,1239,-200,14.4,1129,121,637,106,1839,1308,28.9,39.1,1.537,4
3/24/2004,21:00:00,2.6,1179,214,9.4,955,169,928,125,1571,899,10.3,66.3,0.8336,4
1/5/2005,14:00:00,3.1,1295,-200,13.2,1090,459,553,155,1479,1441,14.3,61.2,0.9941,4
11/9/2004,15:00:00,2.1,1045,-200,13.1,1087,-200,712,-200,1270,1144,12.6,42.4,0.6159,4
5/19/2004,17:00:00,3.4,1358,-200,19.3,1278,176,689,149,1899,1192,28.8,26.3,1.0271,4
2/8/2005,14:00:00,2.2,1075,-200,8.5,920,323,726,184,992,1022,13.3,23.3,0.354,4
2/25/2005,22:00:00,2.7,1207,-200,11.2,1023,473,629,188,1233,1373,6.2,62.4,0.5958,4
11/23/2004,19:00:00,11.9,2008,-200,50.6,1980,1389,325,220,2562,2342,12.4,74.7,1.0741,4
12/27/2004,20:00:00,2.1,1107,-200,8.1,905,263,705,116,1288,966,12.9,62.4,0.9258,4
9/21/2004,21:00:00,2.4,1137,-200,11.9,1047,229,680,123,1620,1138,23.6,53.6,1.5374,4
11/25/2004,10:00:00,4.6,1315,-200,20.1,1300,807,547,190,1531,1659,10.0,63.4,0.7791,4
10/20/2004,17:00:00,8.0,1884,-200,43.7,1846,895,348,194,2595,2203,24.6,58.9,1.8005,4
3/20/2004,20:00:00,3.9,1625,-200,16.4,1191,229,733,139,1885,1442,17.1,51.3,0.9914,4
3/22/2005,8:00:00,2.2,1303,-200,13.5,1102,403,536,116,1488,1323,11.8,66.3,0.9174,4
2/16/2005,18:00:00,2.2,1143,-200,9.5,960,313,641,153,1110,1136,7.4,44.5,0.4582,4
11/3/2004,1:00:00,2.6,1167,-200,13.2,1090,281,626,62,1620,1106,18.0,71.5,1.4615,4
11/13/2004,20:00:00,2.3,1075,-200,9.1,943,296,752,142,1305,894,17.2,51.5,1.0015,4
5/1/2004,19:00:00,4.0,1330,-200,14.7,1140,195,759,131,1780,1062,20.7,42.8,1.0298,4
2/23/2005,22:00:00,2.6,1145,-200,9.6,962,391,657,226,1212,1192,4.3,78.9,0.6621,4
11/23/2004,23:00:00,4.0,1449,-200,19.8,1291,718,482,138,1580,1817,10.0,82.6,1.0163,4
10/29/2004,11:00:00,2.6,1296,-200,13.9,1113,419,604,101,1736,1073,19.8,81.0,1.8538,4
1/12/2005,13:00:00,3.8,1337,-200,17.7,1231,647,505,185,1518,1611,14.7,52.3,0.8687,4
12/23/2004,15:00:00,3.3,1205,-200,12.8,1079,512,652,175,1168,1476,11.0,33.0,0.4331,4
2/17/2005,2:00:00,2.3,1102,-200,7.9,897,326,715,173,1024,1196,5.7,42.1,0.3885,4
5/18/2004,9:00:00,3.2,1326,-200,14.6,1137,225,719,115,1760,1550,20.3,38.1,0.8946,4
11/10/2004,17:00:00,2.7,1051,-200,12.3,1061,574,696,106,1333,1111,10.8,57.6,0.7473,4
1/6/2005,18:00:00,2.1,1221,-200,8.9,935,352,642,153,1323,1144,14.5,57.5,0.944,4
11/24/2004,16:00:00,3.4,1374,-200,17.4,1222,602,516,160,1582,1671,13.7,66.8,1.0432,4
12/11/2004,11:00:00,2.9,1135,-200,13.5,1100,460,679,146,1161,1273,17.4,23.3,0.4599,4
9/28/2004,12:00:00,3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969,4
10/27/2004,9:00:00,2.7,1189,-200,12.7,1075,429,614,108,1652,1222,18.2,74.0,1.5343,4
4/2/2004,11:00:00,2.9,1328,468,14.2,1123,180,738,127,1821,1368,19.4,44.1,0.9855,4
11/7/2004,19:00:00,3.1,1009,-200,10.5,995,386,784,140,1201,1016,14.4,39.2,0.6407,4
12/10/2004,17:00:00,2.9,972,-200,11.8,1043,404,764,148,1083,1037,16.0,20.8,0.3757,4
12/23/2004,23:00:00,4.2,1376,-200,17.0,1209,740,549,190,1283,2041,6.1,54.7,0.5201,4
5/15/2004,9:00:00,2.8,1249,-200,15.8,1174,193,712,117,1774,1486,20.3,37.4,0.8807,4
7/5/2004,19:00:00,3.5,1200,-200,19.1,1270,239,654,176,1906,1264,33.6,22.9,1.1747,4
6/21/2004,19:00:00,3.0,1043,-200,16.1,1181,174,736,138,1813,1010,26.1,28.3,0.9407,4
11/28/2004,22:00:00,3.3,1250,-200,12.1,1054,491,634,121,1407,1348,10.4,75.4,0.947,4
2/19/2005,21:00:00,3.1,1297,-200,11.8,1044,509,600,231,1185,1559,9.7,39.7,0.4792,4
9/17/2004,17:00:00,2.9,1140,-200,15.2,1155,320,733,112,1660,1105,23.6,42.8,1.23,4
12/17/2004,13:00:00,3.5,-200,-200,-200.0,-200,521,-200,164,-200,-200,-200.0,-200.0,-200.0,4
4/29/2004,8:00:00,7.2,1771,1129,36.2,1690,368,461,125,2572,1982,16.1,56.5,1.0274,4
3/10/2005,15:00:00,2.2,1008,-200,9.2,946,334,705,148,1016,942,19.5,15.3,0.3431,4
8/6/2004,7:00:00,2.3,1240,-200,13.6,1102,205,588,72,1989,1257,22.0,75.9,1.9817,4
3/5/2005,1:00:00,2.1,1136,-200,6.8,849,344,715,164,1132,1216,5.4,65.8,0.5935,4
11/29/2004,10:00:00,6.3,1573,-200,28.3,1511,1044,531,172,1916,1927,13.8,68.5,1.0718,4
3/29/2005,21:00:00,2.3,1145,-200,9.0,938,340,591,151,1376,1159,15.2,64.2,1.0983,4
3/17/2005,14:00:00,2.2,1239,-200,11.9,1045,312,559,161,1312,1094,27.1,21.7,0.7636,4
10/30/2004,15:00:00,3.2,1314,-200,16.4,1191,387,564,135,1777,1395,23.5,58.3,1.664,4
2/12/2005,9:00:00,2.4,1323,-200,12.0,1049,433,550,207,1290,1619,7.1,59.3,0.6005,4
12/14/2004,23:00:00,2.1,-200,-200,-200.0,-200,365,-200,108,-200,-200,-200.0,-200.0,-200.0,4
7/22/2004,16:00:00,2.3,1186,-200,15.1,1151,166,680,157,1686,1235,44.6,12.6,1.1684,4
4/23/2004,19:00:00,5.6,1747,899,32.5,1608,281,557,161,2335,1983,23.1,36.7,1.0244,4
12/11/2004,12:00:00,2.6,1095,-200,12.5,1067,389,702,133,1152,1216,17.8,23.6,0.4766,4
12/2/2004,17:00:00,4.9,1516,-200,24.8,1423,774,455,151,1881,1688,16.7,67.3,1.2707,4
3/18/2005,21:00:00,4.9,1477,-200,18.3,1247,643,456,241,1562,1733,15.5,48.3,0.8439,4
10/31/2004,20:00:00,4.1,1423,-200,20.6,1314,501,508,89,1912,1466,20.8,70.9,1.7203,4
5/15/2004,20:00:00,3.3,1284,-200,15.0,1149,234,780,149,1725,1304,21.7,31.8,0.8191,4
5/12/2004,13:00:00,5.1,1676,-200,29.3,1534,305,496,131,2413,1828,20.4,55.7,1.3205,4
10/28/2004,9:00:00,3.5,1291,-200,20.0,1296,667,529,97,1752,1432,16.7,73.8,1.3886,4
9/28/2004,17:00:00,4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28.0,23.3,0.8681,4
9/28/2004,19:00:00,7.5,1479,-200,39.3,1756,755,466,209,2165,1908,23.0,33.6,0.9302,4
3/17/2004,23:00:00,2.6,1488,216,15.7,1171,178,731,127,1778,1705,16.0,50.9,0.9206,4
4/1/2004,17:00:00,3.3,1308,388,16.4,1193,163,793,106,1193,1187,23.6,27.5,0.7913,4
3/29/2005,15:00:00,2.7,1247,-200,12.3,1059,355,508,153,1550,1212,18.3,57.9,1.2047,4
3/18/2005,13:00:00,2.3,1283,-200,12.0,1048,313,550,161,1336,1226,24.7,25.5,0.7785,4
1/9/2005,15:00:00,3.8,1369,-200,18.1,1242,310,476,145,1669,1306,16.4,53.2,0.9826,4
10/8/2004,18:00:00,2.3,1352,-200,20.0,1296,211,534,84,1846,1337,26.4,45.9,1.5572,4
3/17/2004,18:00:00,5.0,1557,386,27.0,1478,299,793,158,1981,1569,25.9,16.0,0.5237,4
12/11/2004,13:00:00,2.3,986,-200,8.8,931,362,815,120,1011,976,18.3,19.5,0.4044,4
11/18/2004,9:00:00,5.6,1503,-200,27.8,1498,1132,469,249,1749,1783,8.9,67.4,0.7714,4
2/22/2005,15:00:00,2.1,1120,-200,9.0,940,305,657,201,1245,917,6.6,71.1,0.6973,4
11/20/2004,3:00:00,2.4,698,-200,2.4,614,-200,1286,-200,718,591,10.4,19.2,0.242,4
6/21/2004,9:00:00,2.5,1024,-200,13.8,1111,201,770,110,1753,1069,25.1,32.4,1.017,4
4/10/2004,20:00:00,2.4,1123,277,10.5,996,172,861,133,1551,1033,14.8,41.5,0.6929,4
2/12/2005,15:00:00,3.3,1507,-200,15.7,1170,574,488,224,1392,1999,11.0,51.4,0.6725,4
3/23/2005,2:00:00,2.2,1056,-200,3.3,672,116,769,87,1184,830,15.4,62.0,1.0793,4
6/29/2004,14:00:00,2.1,1166,-200,12.3,1062,124,726,130,1825,924,37.2,25.5,1.5914,4
11/1/2004,5:00:00,2.7,1212,-200,15.0,1149,279,562,49,1710,1599,18.4,78.1,1.637,4
3/22/2004,15:00:00,2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681,4
10/25/2004,10:00:00,3.2,1317,-200,19.5,1283,487,518,114,1812,1601,20.5,60.2,1.4346,4
2/11/2005,14:00:00,5.8,-200,-200,-200.0,-200,872,-200,275,-200,-200,-200.0,-200.0,-200.0,4
4/23/2004,13:00:00,3.0,1326,468,18.9,1265,160,757,136,1835,1246,29.2,21.5,0.8573,4
9/13/2004,12:00:00,3.0,1346,-200,18.2,1246,353,639,138,1907,1458,32.6,34.8,1.6872,4
6/15/2004,8:00:00,4.0,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,1.1508,4
10/11/2004,17:00:00,4.8,1435,-200,25.0,1429,479,499,109,2072,1449,21.7,59.1,1.5115,4
11/20/2004,3:00:00,2.4,698,-200,2.4,614,-200,1286,-200,718,591,10.4,19.2,0.242,4
9/25/2004,19:00:00,2.4,987,-200,9.8,971,218,876,68,1312,891,19.5,33.0,0.7384,4
7/22/2004,20:00:00,3.7,1317,-200,21.1,1327,228,575,158,1996,1510,34.5,25.5,1.368,4
8/27/2004,10:00:00,2.2,-200,-200,-200.0,-200,147,-200,99,-200,-200,-200.0,-200.0,-200.0,4
4/23/2004,16:00:00,4.6,1497,698,25.8,1449,281,679,186,1985,1532,29.5,20.1,0.8136,4
5/18/2004,8:00:00,6.5,1745,-200,38.9,1748,346,484,139,2605,2054,18.8,39.7,0.8547,4
3/10/2005,11:00:00,2.7,1283,-200,11.7,1039,500,549,168,1308,1724,14.7,41.2,0.6857,4
1/31/2005,14:00:00,2.7,1056,-200,11.7,1040,398,711,194,976,1187,13.2,17.3,0.2606,4
4/29/2004,17:00:00,4.9,1560,651,24.8,1424,247,579,143,2176,1688,20.8,45.3,1.1016,4
6/29/2004,12:00:00,2.8,1251,-200,15.2,1154,184,682,148,1955,1111,35.5,27.4,1.5635,4
4/30/2004,9:00:00,3.3,1381,344,16.6,1199,209,685,117,1970,1365,17.6,65.0,1.2945,4
7/7/2004,22:00:00,2.4,1286,-200,17.1,1214,168,620,132,1880,1759,31.1,29.3,1.3055,4
2/4/2005,11:00:00,3.2,1280,-200,14.3,1127,649,558,247,1277,1641,12.1,36.9,0.5212,4
10/31/2004,17:00:00,2.3,1185,-200,10.8,1006,340,666,93,1638,1065,22.4,63.2,1.6878,4
12/1/2004,16:00:00,5.6,1544,-200,25.7,1446,987,1070,171,1834,1679,12.7,77.1,1.1251,4
12/16/2004,11:00:00,4.5,-200,-200,-200.0,-200,1015,-200,210,-200,-200,-200.0,-200.0,-200.0,4
5/10/2004,18:00:00,3.6,1267,-200,22.0,1352,188,651,124,1961,1196,21.0,37.8,0.9298,4
1/3/2005,18:00:00,3.9,-200,-200,-200.0,-200,604,-200,177,-200,-200,-200.0,-200.0,-200.0,4
11/10/2004,14:00:00,2.7,1055,-200,10.8,1007,457,736,145,1301,1019,10.5,62.2,0.7923,4
11/30/2004,21:00:00,4.1,1157,-200,12.4,1063,491,905,160,1394,1223,10.7,73.9,0.9502,4
3/30/2004,8:00:00,4.0,1584,664,23.8,1399,244,642,130,1947,1675,13.3,35.6,0.5416,4
6/10/2004,21:00:00,2.4,1056,-200,12.0,1051,163,826,116,1758,1078,27.5,32.6,1.176,4
12/19/2004,20:00:00,4.7,1353,-200,16.2,1187,601,599,173,1424,1293,5.5,84.1,0.7657,4
2/17/2005,22:00:00,2.1,1078,-200,6.3,824,265,759,169,1016,982,6.9,48.2,0.4832,4
6/29/2004,17:00:00,3.7,1317,-200,21.5,1338,200,593,198,2132,1362,37.1,26.9,1.6635,4
10/9/2004,12:00:00,3.1,1472,-200,18.2,1246,306,512,87,1873,1455,28.1,45.3,1.6957,4
4/29/2004,8:00:00,7.2,1771,1129,36.2,1690,368,461,125,2572,1982,16.1,56.5,1.0274,4
3/5/2005,21:00:00,3.2,1225,-200,10.2,985,464,635,199,1255,1169,7.2,69.5,0.7084,4
6/15/2004,8:00:00,4.0,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,1.1508,4
5/19/2004,16:00:00,2.5,1251,-200,15.5,1165,144,747,135,1774,975,30.4,24.7,1.0526,4
5/7/2004,13:00:00,2.2,926,-200,10.9,1010,132,904,110,1526,720,19.7,28.5,0.6445,4
8/27/2004,7:00:00,2.4,-200,-200,-200.0,-200,201,-200,68,-200,-200,-200.0,-200.0,-200.0,4
3/11/2005,21:00:00,2.8,1273,-200,13.4,1096,582,553,222,1350,1379,12.8,49.3,0.7277,4
3/12/2004,13:00:00,2.5,1252,140,11.0,1016,160,1008,116,1593,983,16.1,34.5,0.6262,4
3/23/2005,18:00:00,3.9,1463,-200,23.2,1383,545,440,181,1636,1727,22.7,25.5,0.6944,4
9/3/2004,21:00:00,2.6,1180,-200,13.1,1088,-200,619,-200,1662,1339,29.5,33.4,1.3562,4
12/11/2004,21:00:00,2.9,1217,-200,11.6,1037,443,669,138,1167,1452,13.3,38.7,0.5867,4
1/7/2005,9:00:00,3.0,1226,-200,15.3,1157,419,552,125,1464,1201,6.3,77.4,0.7452,4
7/9/2004,23:00:00,2.3,1147,-200,11.8,1043,152,727,125,1719,1042,23.0,46.2,1.2815,4
1/10/2005,10:00:00,2.1,1420,-200,16.1,1183,592,488,136,1626,1520,12.8,71.8,1.0551,4
12/6/2004,8:00:00,3.1,1314,-200,15.8,1173,587,589,112,1627,1238,12.7,77.2,1.1298,4
11/5/2004,17:00:00,8.1,1870,-200,45.0,1871,1001,351,180,2483,2165,23.0,54.2,1.5066,4
7/8/2004,23:00:00,2.7,1302,-200,16.6,1198,156,628,121,1934,1504,29.4,35.6,1.4383,4
12/19/2004,16:00:00,3.3,1217,-200,11.6,1036,459,661,146,1260,1171,4.7,82.3,0.7105,4
1/8/2005,11:00:00,2.5,1195,-200,10.4,992,387,632,141,1251,1295,11.6,54.1,0.7387,4
4/7/2004,18:00:00,3.3,1221,435,13.5,1101,185,799,121,1700,996,14.7,48.7,0.8089,4
3/24/2004,14:00:00,2.2,1170,159,10.8,1009,126,879,106,1566,872,16.6,35.6,0.6697,4
5/13/2004,23:00:00,3.3,1300,-200,17.4,1221,197,648,123,1946,1401,17.5,56.4,1.1175,4
3/17/2005,14:00:00,2.2,1239,-200,11.9,1045,312,559,161,1312,1094,27.1,21.7,0.7636,4
5/22/2004,22:00:00,2.6,1321,-200,12.7,1075,101,757,85,1891,1017,20.6,50.5,1.2082,4
7/1/2004,20:00:00,3.4,1193,-200,16.5,1196,195,675,149,1888,1152,30.9,30.4,1.338,4
7/19/2004,9:00:00,2.5,1282,-200,17.7,1230,263,594,145,1924,1696,27.1,34.9,1.231,4
3/25/2004,16:00:00,2.2,1105,267,10.1,982,138,939,105,1545,850,17.7,35.4,0.7094,4
12/17/2004,12:00:00,3.6,-200,-200,-200.0,-200,635,-200,213,-200,-200,-200.0,-200.0,-200.0,4
6/30/2004,21:00:00,2.5,1149,-200,14.5,1132,137,688,124,1936,1233,30.2,37.6,1.587,4
2/23/2005,21:00:00,2.9,1209,-200,11.4,1028,425,619,243,1264,1254,4.2,79.7,0.6647,4
11/26/2004,14:00:00,5.6,1608,-200,27.2,1483,949,446,208,1845,2058,15.8,56.3,1.0026,4
8/6/2004,8:00:00,3.0,1307,-200,19.1,1270,240,516,84,2191,1404,22.5,74.9,2.019,4
4/4/2005,14:00:00,2.2,1071,-200,11.9,1047,265,654,168,1129,816,28.5,13.1,0.5028,4
3/19/2004,15:00:00,3.5,1410,-200,19.0,1268,212,724,139,1957,1344,16.4,47.5,0.8791,4
11/30/2004,10:00:00,3.6,1312,-200,15.9,1177,439,711,141,1588,1261,13.7,70.9,1.1076,4
11/11/2004,13:00:00,2.8,1150,-200,13.6,1105,557,629,199,1450,1160,12.5,71.3,1.0285,4
11/4/2004,22:00:00,3.9,1383,-200,21.3,1332,572,495,96,1855,1415,19.1,72.0,1.5732,4
1/13/2005,10:00:00,3.9,1321,-200,15.7,1170,760,532,158,1488,1539,9.7,70.1,0.8432,4
5/11/2004,10:00:00,4.5,1395,-200,22.6,1368,322,605,163,2032,1675,21.9,35.2,0.9128,4
9/20/2004,13:00:00,3.0,1162,-200,16.3,1188,303,676,136,1681,1125,30.2,30.2,1.2744,4
11/18/2004,20:00:00,5.4,1422,-200,25.1,1432,620,474,212,1852,1636,16.6,56.5,1.0551,4
1/31/2005,12:00:00,3.1,1112,-200,12.8,1078,563,683,261,1028,1426,11.9,18.6,0.2581,4
5/15/2004,18:00:00,2.3,1125,-200,11.0,1016,148,910,117,1564,991,23.8,27.1,0.7858,4
2/15/2005,9:00:00,2.1,1055,-200,8.0,899,416,731,220,1017,1035,6.5,39.5,0.3865,4
10/30/2004,19:00:00,4.9,1493,-200,25.3,1437,581,470,116,2015,1551,21.2,67.4,1.6755,4
2/26/2005,14:00:00,2.9,954,-200,4.5,735,175,863,118,953,630,9.8,44.1,0.5332,4
3/21/2004,19:00:00,3.5,1501,-200,12.6,1071,185,823,119,1744,1130,17.8,48.1,0.9689,4
1/7/2005,22:00:00,3.9,1306,-200,15.4,1161,646,557,146,1407,1379,5.5,83.5,0.7619,4
9/24/2004,14:00:00,4.2,1442,-200,24.0,1403,496,518,145,2026,1551,25.6,48.3,1.558,4
6/10/2004,8:00:00,4.8,1360,-200,30.4,1561,290,545,139,2525,1626,23.7,49.0,1.4152,4
3/17/2005,20:00:00,5.6,1492,-200,24.8,1425,653,417,228,1690,1780,17.3,35.2,0.6907,4
3/31/2004,18:00:00,2.8,1312,322,11.8,1041,121,821,103,1712,1073,15.5,50.8,0.8881,4
3/23/2005,22:00:00,2.4,1293,-200,12.1,1052,393,536,172,1332,1593,17.7,39.7,0.799,4
3/10/2005,19:00:00,4.7,1198,-200,19.8,1291,603,531,219,1295,1527,14.5,18.3,0.2996,4
10/9/2004,8:00:00,3.2,1453,-200,20.1,1298,470,489,69,1940,1497,21.5,63.7,1.6186,4
11/1/2004,10:00:00,2.2,1189,-200,12.4,1065,247,609,74,1683,1830,23.1,61.3,1.7131,4
2/7/2005,10:00:00,2.1,1102,-200,7.9,896,346,720,222,969,1226,7.5,33.8,0.352,4
5/6/2004,16:00:00,3.6,1272,-200,14.6,1136,209,730,139,1869,1077,12.7,74.2,1.0863,4
11/18/2004,15:00:00,3.1,1321,-200,15.9,1178,381,552,182,1539,1491,18.4,49.6,1.0391,4
11/13/2004,16:00:00,2.3,1149,-200,10.6,998,368,664,133,1434,1101,20.8,45.5,1.1054,4
6/25/2004,0:00:00,2.6,1072,-200,14.1,1120,124,711,100,1838,1045,23.7,46.0,1.3346,4
1/1/2005,13:00:00,2.2,1149,-200,8.4,914,382,742,147,1072,1242,9.5,41.2,0.4908,4
5/5/2004,13:00:00,3.7,1303,-200,19.7,1288,202,618,114,2116,1236,16.8,66.8,1.2691,4
2/12/2005,21:00:00,5.2,1795,-200,23.2,1382,894,410,262,1609,2355,11.1,56.9,0.7506,4
10/11/2004,19:00:00,4.0,1324,-200,21.4,1335,388,537,80,1920,1444,19.9,64.2,1.4711,4
2/21/2005,13:00:00,2.2,1207,-200,9.3,950,368,623,204,1303,1162,8.1,64.8,0.7039,4
3/13/2004,17:00:00,2.3,1326,97,10.6,1000,148,976,125,1602,1084,16.7,37.8,0.7117,4
5/21/2004,19:00:00,3.8,1325,-200,19.1,1273,211,716,145,1815,1184,25.9,24.9,0.8195,4
3/12/2004,16:00:00,2.8,1309,165,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657,4
12/22/2004,14:00:00,2.4,939,-200,8.1,902,342,884,133,969,872,9.8,31.8,0.3858,4
1/9/2005,18:00:00,3.3,1316,-200,14.1,1121,396,548,154,1488,1282,15.4,55.3,0.9616,4
4/23/2004,15:00:00,4.4,1460,682,25.3,1438,260,680,196,1953,1489,30.0,19.4,0.81,4
1/20/2005,18:00:00,6.0,1445,-200,28.5,1516,796,455,210,1594,1946,11.5,37.5,0.5068,4
6/30/2004,11:00:00,3.0,1232,-200,16.1,1183,278,675,190,1920,1509,37.0,26.5,1.6352,4
11/19/2004,14:00:00,4.8,1352,-200,17.9,1236,479,522,184,1659,1368,17.8,53.5,1.0833,4
1/5/2005,21:00:00,2.7,1248,-200,11.9,1046,357,588,144,1404,1316,13.4,65.3,0.9967,4
7/23/2004,10:00:00,2.4,1250,-200,15.5,1166,186,626,133,1925,1435,34.2,28.5,1.5071,4
7/15/2004,22:00:00,2.6,1049,-200,15.1,1152,149,693,128,1730,1189,25.7,31.6,1.0285,4
6/16/2004,13:00:00,2.4,1087,-200,13.7,1106,129,755,110,1839,906,32.7,25.8,1.2547,4
11/11/2004,20:00:00,4.7,1282,-200,20.6,1312,568,551,177,1671,1312,12.9,68.8,1.0175,4
2/2/2005,17:00:00,3.1,1113,-200,13.4,1096,465,645,158,1092,1359,13.2,20.4,0.3074,4
11/25/2004,5:00:00,2.2,1053,-200,9.4,955,486,710,94,1154,1050,4.0,85.7,0.7041,4
6/17/2004,23:00:00,2.8,1177,-200,15.2,1156,147,684,120,1983,1310,24.6,45.8,1.394,4
3/14/2004,17:00:00,2.9,1438,156,12.0,1051,180,943,128,1668,1206,21.3,30.8,0.7696,4
5/11/2004,18:00:00,4.6,1533,-200,29.9,1549,226,573,140,2233,1571,24.4,31.6,0.9545,4
3/24/2005,21:00:00,5.0,1667,-200,24.2,1410,691,383,201,1818,1948,18.2,52.2,1.0795,4
7/22/2004,0:00:00,2.4,1229,-200,13.6,1103,112,627,95,1866,1320,27.8,43.3,1.5929,4
12/11/2004,10:00:00,2.8,1101,-200,13.0,1083,518,692,147,1130,1243,14.4,28.2,0.4593,4
12/21/2004,20:00:00,3.9,1175,-200,18.3,1248,516,661,175,1308,1377,6.5,41.7,0.4047,4
1/13/2005,14:00:00,2.4,1227,-200,12.9,1081,338,570,133,1396,1369,14.2,54.3,0.8757,4
12/21/2004,9:00:00,5.5,1179,-200,23.5,1390,755,567,198,1453,1459,6.5,38.1,0.3709,4
11/1/2004,22:00:00,3.2,1260,-200,15.3,1160,403,568,79,1755,1231,19.6,75.3,1.6981,4
5/21/2004,16:00:00,2.3,1276,-200,13.5,1099,136,783,114,1680,925,32.5,18.6,0.8948,4
6/16/2004,17:00:00,2.6,1111,-200,13.1,1086,114,787,107,1802,824,33.2,23.7,1.1855,4
7/12/2004,17:00:00,3.1,1073,-200,14.0,1117,220,693,119,1762,1052,24.0,36.3,1.0708,4
3/4/2005,11:00:00,3.3,1280,-200,15.5,1165,583,533,192,1435,1605,7.6,59.8,0.6245,4
1/4/2005,10:00:00,3.1,-200,-200,-200.0,-200,480,-200,171,-200,-200,-200.0,-200.0,-200.0,4
1/16/2005,20:00:00,2.2,1013,-200,7.4,873,369,820,167,984,985,8.1,37.9,0.41,4
3/3/2005,19:00:00,5.4,1473,-200,18.2,1245,907,476,228,1539,1519,4.9,82.4,0.7201,4
12/18/2004,0:00:00,2.1,1109,-200,7.0,855,244,787,121,1220,866,12.9,72.1,1.0658,4
3/13/2005,20:00:00,2.8,1407,-200,12.5,1066,566,525,211,1397,1560,14.8,51.0,0.8507,4
10/24/2004,10:00:00,2.1,1152,-200,9.7,966,266,661,84,1542,1137,21.4,61.7,1.5547,4
3/4/2005,12:00:00,3.3,1330,-200,14.9,1145,597,537,188,1399,1668,8.6,57.6,0.6471,4
3/11/2004,14:00:00,2.9,1371,164,11.5,1034,207,983,128,1730,1037,8.0,81.1,0.8736,4
7/16/2004,19:00:00,4.1,1183,-200,21.6,1341,266,628,187,1881,1395,32.4,21.5,1.0303,4
8/27/2004,19:00:00,2.3,-200,-200,-200.0,-200,128,-200,116,-200,-200,-200.0,-200.0,-200.0,4
6/9/2004,10:00:00,3.4,1267,-200,19.3,1276,247,676,165,2059,1570,30.1,32.8,1.3795,4
